id,name,field,old,new
usr_47df069ac368405ebe9c,Sonu Sood,qualifications,"B.E. Electronics Engineering, Yeshwantrao Chavan College of Engineering (YCCE), Nagpur; schooling Sacred Heart School, Moga, Punjab","B. E. Electronics Engineering, Yeshwantrao Chavan College of Engineering (YCCE), Nagpur; schooling Sacred Heart School, Moga, Punjab"
usr_aaf57b34f80c4bc1933a,Satya Bhushan Jain,designation,"National Vice Chairman, Confederation of All India Traders (CAIT); Senior Vice President, Akhil Bhartiya Agarwal Sammelan; Chairman and Managing Director, Darshni Enterprises Pvt. Ltd.; Director, Lalamart Technologies Private Limited. Former Officer on Special Duty (OSD) to H.E. Shri Ram Nath Kovind, 14th President of India — organiser-supplied; specific Rashtrapati Bhavan tenure not independently verified against Rashtrapati Bhavan telephone directories or cabinet gazette notifications in this research window (see Note)","National Vice Chairman, Confederation of All India Traders (CAIT); Senior Vice President, Akhil Bhartiya Agarwal Sammelan; Chairman and Managing Director, Darshni Enterprises Pvt. Former Officer on Special Duty (OSD) to H. E"
usr_aaf57b34f80c4bc1933a,Satya Bhushan Jain,bio,"Mr Satya Bhushan Jain — DIN 00106272, 44 years on Indian corporate boards — wears three hats at the BFP 2026 Conclave: as National Vice Chairman of the Confederation of All India Traders, Senior Vice President of the Akhil Bhartiya Agarwal Sammelan, and CMD of Delhi's Darshni Enterprises Pvt. Ltd. The register additionally styles him a former OSD to H.E. Shri Ram Nath Kovind, 14th President of India — an association evidenced publicly by his presence at the Kovind-graced investiture of Rakesh Bindal as Gaushala President in Nandgaon in March 2026. A long-quiet merchant-statesman on the Agarwal community's political-cultural frequency.","Ltd. The register additionally styles him a former OSD to H. E. Shri Ram Nath Kovind, 14th President of India — an association evidenced publicly by his presence at the Kovind-graced investiture of Rakesh Bindal as Gaushala President in Nandgaon in March 2026. A long-quiet merchant-statesman on the Agarwal community's political-cultural frequency"
usr_aaf57b34f80c4bc1933a,Satya Bhushan Jain,honours,"Darshni Enterprises Pvt. Ltd. and Lalamart Technologies Private Limited — active directorships; past directorships include B J Duplex Boards Limited and others (6 companies across 44 years per Company Check with DIN 00106272). Member, International Foundation of Travel Researchers and Communicators (IFTRC). Member, Marvah Studios community. No Padma award or equivalent civic honour independently verified","Darshni Enterprises Pvt. Ltd. Member, International Foundation of Travel Researchers and Communicators (IFTRC). Member, Marvah Studios community"
usr_aaf57b34f80c4bc1933a,Satya Bhushan Jain,qualifications,Not publicly documented. Unverified,
usr_e91cd005911e4dd8a82d,Rakesh Bindal,designation,"Chairman and Managing Director, Bindal Group (flagship: Valley Iron & Steel Co. Ltd.), Delhi. Appointed National President of Shri Godham Mahatirth Pathmeda Lok Punyarth Nyas, Nandgaon — the world's largest cow-service organisation / gaushala — on 11 March 2026, with charge formally conferred by H.E. Shri Ram Nath Kovind, 14th President of India (per ANI / HT Syndication press release 10 March 2026). Founder, Bindal Foundation","Chairman and Managing Director, Bindal Group (flagship: Valley Iron & Steel Co. Ltd. ), Delhi. Appointed National President of Shri Godham Mahatirth Pathmeda Lok Punyarth Nyas, Nandgaon — the world's largest cow-service organisation / gaushala — on 11 March 2026, with charge formally conferred by H. E. Shri Ram Nath Kovind, 14th President of India (per ANI / HT Syndication press release 10 March 2026). Founder, Bindal Foundation"
usr_e91cd005911e4dd8a82d,Rakesh Bindal,bio,"Mr Rakesh Bindal — matriculate turned steel-maker, DIN 00413881, Chairman & MD of the Delhi-based Bindal Group and its flagship Valley Iron & Steel Co. Ltd. — married in 1986 and began trading steel the same year; he has since shepherded his group from a scrap-melting foundry in Paunta Sahib to an integrated pan-India manufacturer of stainless-steel billets and flats, with further forays planned into cement and power. In March 2026 he was formally invested by H.E. Shri Ram Nath Kovind as National President of Shri Godham Mahatirth Pathmeda Lok Punyarth Nyas — the world's largest gaushala. A quiet industrialist, newly robed in cow-service office.","Ltd. — married in 1986 and began trading steel the same year; he has since shepherded his group from a scrap-melting foundry in Paunta Sahib to an integrated pan-India manufacturer of stainless-steel billets and flats, with further forays planned into cement and power. In March 2026 he was formally invested by H. E. Shri Ram Nath Kovind as National President of Shri Godham Mahatirth Pathmeda Lok Punyarth Nyas — the world's largest gaushala. A quiet industrialist, newly robed in cow-service office"
usr_e91cd005911e4dd8a82d,Rakesh Bindal,honours,"Corporate footprint: Chairman and Managing Director, Valley Iron & Steel Co. Ltd. (flagship; stainless-steel billets and flats; manufacturing facilities at Paunta Sahib Himachal Pradesh and Khurda Orissa; registered office Delhi); Director, Bindal Foundation; former directorships include Shri Karshni Alloys Private Limited and Valley Metals Private Limited. DIN 00413881 with 29 years of corporate-governance experience. Aggregate paid-up capital across active directorships ≈ ₹19.88 crore (per InstaFinancials). The Bindal Group of Companies additionally announced plans (c. 2010) to diversify into cement and power in addition to steel. Civic/ spiritual office (March 2026) — National President, Shri Godham Mahatirth Pathmeda Lok Punyarth Nyas. No Padma award or equivalent civic honour independently verified","Corporate footprint: Chairman and Managing Director, Valley Iron & Steel Co. Ltd. The Bindal Group of Companies additionally announced plans (c. 2010) to diversify into cement and power in addition to steel. Civic/ spiritual office (March 2026) — National President, Shri Godham Mahatirth Pathmeda Lok Punyarth Nyas"
usr_e91cd005911e4dd8a82d,Rakesh Bindal,qualifications,"Matriculation (from a government school in Model Town, Delhi); no formal higher- education qualification publicly documented. Self-made entrepreneur",Self-made entrepreneur
usr_f8856861a28e4b9b9e02,Prateek Agarwal,bio,"Mr Prateek Banwarilal Agarwal — Bombay College of Pharmacy B.Pharm turned R&D lifer — carries the second- generation baton of Macleods Pharmaceuticals Limited, the Andheri-headquartered group his uncle Dr Rajendra Agarwal and his father Banwarilal Bawri founded in 1986 from a Jaipur pharmacy. Founding Member and Executive Director for R&D, Operations and International Business, now serving as President, he ships affordable TB, respiratory and diabetes generics to more than 170 countries. Named as a selling shareholder in Macleods' 2022 DRHP, he arrives at BFP 2026 in the shadow of his uncle's passing in November 2025 — an heir mid-stride, a company mid-succession.","Mr Prateek Banwarilal Agarwal — Bombay College of Pharmacy B. Pharm turned R&D lifer — carries the second- generation baton of Macleods Pharmaceuticals Limited, the Andheri-headquartered group his uncle Dr Rajendra Agarwal and his father Banwarilal Bawri founded in 1986 from a Jaipur pharmacy. Founding Member and Executive Director for R&D, Operations and International Business, now serving as President, he ships affordable TB, respiratory and diabetes generics to more than 170 countries. Named as a selling shareholder in Macleods' 2022 DRHP, he arrives at BFP 2026 in the shadow of his uncle's passing in November 2025 — an heir mid-stride, a company mid-succession"
usr_f8856861a28e4b9b9e02,Prateek Agarwal,honours,"Macleods Pharmaceuticals Limited — CIN U24239MH1989PLC052049; incorporated 5 June 1989; registered office 304 Atlanta Arcade, Marol Church Road, Andheri (East), Mumbai 400059; corporate office 501–503 ""A"" Wing, Everest Grande, Shanti Nagar, Mahakali Caves Road, Andheri (East), Mumbai 400093. Among the top 10 Indian pharmaceutical companies by revenue; presence in 170+ countries; anti-TB, anti-infective, asthma, osteoporosis, diabetes generics. Global reputation as an affordable-TB-drugs exporter to low- and middle-income countries. Founded 1986 out of Jaipur by the three Bawri/Agarwal brothers. Filed DRHP for IPO on 16 February 2022 (BSE-filed) — DRHP disclosed Mr Prateek Agarwal as an Offer-for-Sale selling shareholder of up to 7,630,901 equity shares. The IPO has been held back from hitting the market pending market-window and family considerations. No Padma or equivalent civic honour to the subject personally independently verified","Among the top 10 Indian pharmaceutical companies by revenue; presence in 170+ countries; anti-TB, anti-infective, asthma, osteoporosis, diabetes generics. Global reputation as an affordable-TB-drugs exporter to low- and middle-income countries. Founded 1986 out of Jaipur by the three Bawri/Agarwal brothers. Filed DRHP for IPO on 16 February 2022 (BSE-filed) — DRHP disclosed Mr Prateek Agarwal as an Offer-for-Sale selling shareholder of up to 7,630,901 equity shares. The IPO has been held back from hitting the market pending market-window and family considerations"
usr_f8856861a28e4b9b9e02,Prateek Agarwal,qualifications,"B.Pharm, Bombay College of Pharmacy, Mumbai. Approximately 14 years of pharmaceutical R&D experience (per LinkedIn)","B. Pharm, Bombay College of Pharmacy, Mumbai. Approximately 14 years of pharmaceutical R&D experience (per LinkedIn)"
usr_d2cd4258ca394bdd83c0,Abhishek Verma,designation,"Chief National Coordinator for NDA Alliance and Elections, ShivSena (Shinde faction) — appointed 30 January 2025 by ShivSena party chief and then-Deputy Chief Minister of Maharashtra Shri Eknath Shinde, at a formal ceremony in Mumbai. Public-facing role includes coordination with NDA constituents (Nishad Party, Apna Dal, Suheldev Bharatiya Samaj Party, etc.) and national expansion of ShivSena (Shinde) outside Maharashtra","Chief National Coordinator for NDA Alliance and Elections, ShivSena (Shinde faction) — appointed 30 January 2025 by ShivSena party chief and then-Deputy Chief Minister of Maharashtra Shri Eknath Shinde, at a formal ceremony in Mumbai. Public-facing role includes coordination with NDA constituents (Nishad Party, Apna Dal, Suheldev Bharatiya Samaj Party, etc. ) and national expansion of ShivSena (Shinde) outside Maharashtra"
usr_d2cd4258ca394bdd83c0,Abhishek Verma,bio,"WITNESS status: Mr Verma is the main witness in the 1984 anti-Sikh riots case against then-Congress leader Shri Jagdish Tytler; on court direction (December 2015), the CBI was instructed to record his testimony as a witness. Due to the elevated threat perception arising from his witness status, the Delhi High Court directed that Mr Verma be granted round-the-clock 'Z' category Delhi Police protection and paramilitary forces cover. (3) His English Wikipedia entry remains titled ""Abhishek Verma (arms dealer)"", reflecting the decade of pre-2016 coverage of the Scorpène matter. (4) May 2019 Maldives controversy: photographs of him with then-President Mohammed Nasheed were published by columnist ""Bushry"" in One Online; Mr Verma threatened legal action, causing public controversy in Maldives. Present legal status (as at capture April 2026): no active criminal convictions on record; the Scorpène matter stands judicially closed in his favour. BFP Bureau should nonetheless note the file for press-handling sensitivity and consider how the Conclave framing addresses his Wikipedia entry title Dr Abhishek Verma — born 23 February 1968, son of the journalist-turned-Congress-MP Shrikant Verma and the 14- year parliamentarian Veena Verma — carries to BFP 2026 one of its most crowded biographies. Since 30 January 2025 Chief National Coordinator for NDA Alliance and Elections at ShivSena (Shinde), he moves across Sankalp Diwas rallies in Lucknow and ""Sanatan Yoddha"" honours in Mathura. Behind him runs a longer file: the 2006 Scorpène submarines allegations, judicially closed by the Delhi High Court in January 2016 in his favour; main- witness status in the 1984 anti-Sikh riots case against Jagdish Tytler; 'Z'-category protection on court direction. A political lineage, a closed case, a still-open political career.","(3) His English Wikipedia entry remains titled ""Abhishek Verma (arms dealer)"", reflecting the decade of pre-2016 coverage of the Scorpène matter. Since 30 January 2025 Chief National Coordinator for NDA Alliance and Elections at ShivSena (Shinde), he moves across Sankalp Diwas rallies in Lucknow and ""Sanatan Yoddha"" honours in Mathura. A political lineage, a closed case, a still-open political career"
usr_d2cd4258ca394bdd83c0,Abhishek Verma,qualifications,"Not publicly documented as an earned academic doctorate. ""Dr"" prefix used as a customary/honorary style","""Dr"" prefix used as a customary/honorary style"
usr_8853203d42f9429d8a77,Naveen Singh Suhag,designation,"Co-Founder and Chief Executive Officer, Inery (Swiss-headquartered layer-1 blockchain and decentralised database management system, sometimes branded IneryDB; founded 2018 per official Inery materials, with commercial scaling from early 2020; co-founder is Ivan Vujic, CTO). Concurrently Board Member of health-tech companies in Switzerland, the UAE and Montenegro. Previously Executive Director — Global, Mediquai, Zurich (Swiss start-up facilitating HNI relocations to Switzerland). Earlier roles at GEO Mobile Technology (telecommunications) and Orthocure Sportsmen (sports-injury rehabilitation; first clinic Montenegro; second clinic Dubai, UAE)","Co-Founder and Chief Executive Officer, Inery (Swiss-headquartered layer-1 blockchain and decentralised database management system, sometimes branded IneryDB; founded 2018 per official Inery materials, with commercial scaling from early 2020; co-founder is Ivan Vujic, CTO). Concurrently Board Member of health-tech companies in Switzerland, the UAE and Montenegro. Previously Executive Director — Global, Mediquai, Zurich (Swiss start-up facilitating HNI relocations to Switzerland)"
usr_8853203d42f9429d8a77,Naveen Singh Suhag,bio,"Dr Naveen Singh Suhag — Hansraj College to Zurich University, earned Sport Science doctorate, Olympic-style wrestler who has represented both India and Switzerland — is the Zurich-based co-founder and CEO of Inery, a layer-1 blockchain and decentralised database management system he launched in 2018 with CTO Ivan Vujic to solve the siloing and insecurity of centralised databases. Best NRI Businessman at the 24th Newspaper Association of India National Achievement Awards (2016) and Pravasi Haryana Samaan (2017), he sits on health-tech boards across Switzerland, the UAE and Montenegro — a Haryanvi wrestler-turned-philosopher-CEO who translates databases into a dream of decentralisation.","Dr Naveen Singh Suhag — Hansraj College to Zurich University, earned Sport Science doctorate, Olympic-style wrestler who has represented both India and Switzerland — is the Zurich-based co-founder and CEO of Inery, a layer-1 blockchain and decentralised database management system he launched in 2018 with CTO Ivan Vujic to solve the siloing and insecurity of centralised databases. Best NRI Businessman at the 24th Newspaper Association of India National Achievement Awards (2016) and Pravasi Haryana Samaan (2017), he sits on health-tech boards across Switzerland, the UAE and Montenegro — a Haryanvi wrestler-turned-philosopher-CEO who translates databases into a dream of decentralisation"
usr_5def63f3c1b2473f9518,Sanjay Siroya,designation,"Chairman (stated register title), Siroya Infrastructure Pvt. Ltd. — Mumbai. Concurrently Director and Individual Promoter across multiple group companies: Siroya Infrastructure Private Limited; Sanjay Gems Pvt. Ltd.; Shalibhadra Gruha Nirman Private Limited; Silvershine Agrotech Private Limited. Former directorships include Siroya Exports Private Limited and historical positions in Silvershine Agrotech","Chairman (stated register title), Siroya Infrastructure Pvt. Ltd. — Mumbai"
usr_5def63f3c1b2473f9518,Sanjay Siroya,bio,"Mr Sanjay Bakhtawarmal Siroya — DIN 00785035, 40 years on Indian corporate boards — chairs Siroya Infrastructure Pvt. Ltd. from the 72nd door of Bajaj Bhavan on Nariman Point, where he also directs Sanjay Gems, Shalibhadra Gruha Nirman and Silvershine Agrotech alongside his wife Harsha. The broader Siroya Group, Dubai- headquartered, traces itself to the 1950 Zaveri Bazaar silver unit of patriarch Bastimal Siroya and today spans jewellery, construction (3 million sq ft across Mumbai and Dubai), mining, pharma and manufacturing with a ₹3,500- crore turnover. A diaspora patriarch whose son Rishabh already runs the next chapter.","Ltd. from the 72nd door of Bajaj Bhavan on Nariman Point, where he also directs Sanjay Gems, Shalibhadra Gruha Nirman and Silvershine Agrotech alongside his wife Harsha. The broader Siroya Group, Dubai- headquartered, traces itself to the 1950 Zaveri Bazaar silver unit of patriarch Bastimal Siroya and today spans jewellery, construction (3 million sq ft across Mumbai and Dubai), mining, pharma and manufacturing with a ₹3,500- crore turnover. A diaspora patriarch whose son Rishabh already runs the next chapter"
usr_5def63f3c1b2473f9518,Sanjay Siroya,honours,"Corporate footprint (DIN 00785035): Siroya Infrastructure Private Limited — registered office 72, Bajaj Bhavan, Nariman Point, Mumbai, Maharashtra 400021; his spouse Mrs Harsha Sanjay Siroya (DIN 05341061) is co-director (appointed 16 August 2018). Parallel directorships: Sanjay Gems Pvt. Ltd. (jewellery); Shalibhadra Gruha Nirman Pvt. Ltd.; Silvershine Agrotech Pvt. Ltd. (also shared with Harsha; related to S.S. Star Agrotech Pvt. Ltd. at the same Bajaj Bhavan address). The broader Siroya Group — headquartered Dubai, UAE — with an annual turnover of approximately ₹3,500 crores; active in Jewellery, Construction, Mining, Pharma and Manufacturing; construction arm has delivered more than 3 million square feet across Mumbai and Dubai since its start in the early 1990s. Son Rishabh Siroya founded Siroya Corp and was elected President, NAREDCO NEXTGEN Maharashtra in 2024. No Padma or equivalent civic honour to the subject independently verified","Parallel directorships: Sanjay Gems Pvt. Ltd. (jewellery); Shalibhadra Gruha Nirman Pvt. Ltd. ; Silvershine Agrotech Pvt. Ltd. (also shared with Harsha; related to S. S. Star Agrotech Pvt. Ltd. at the same Bajaj Bhavan address). The broader Siroya Group — headquartered Dubai, UAE — with an annual turnover of approximately ₹3,500 crores; active in Jewellery, Construction, Mining, Pharma and Manufacturing; construction arm has delivered more than 3 million square feet across Mumbai and Dubai since its start in the early 1990s. Son Rishabh Siroya founded Siroya Corp and was elected President, NAREDCO NEXTGEN Maharashtra in 2024"
usr_5def63f3c1b2473f9518,Sanjay Siroya,qualifications,Not publicly documented as specific qualifications. 40 years in corporate governance (per Company Check) suggests career commencement c. 1985,40 years in corporate governance (per Company Check) suggests career commencement c. 1985
usr_b3fcc4758ddc437cb748,Imran Reza Ansari,bio,"Molvi Imran Reza Ansari — born 7 March 1972 into Kashmir's most prominent Shia cleric-politician household — succeeded his father Iftikhar Hussain Ansari in 2014 as life President of the All J&K Shia Association, MLA from Pattan and Wakil of Grand Ayatollah Sistani. His education runs through Tyndale Biscoe, Jamia Millia Islamia, Damascus and eight Syrian years at Howzeh Zainabiyyah, five more at Qom Hawza. Minister of IT, Technical Education, Youth Services and Sports 2015–2018 before leaving PDP for the People's Conference in 2018 as its General Secretary. A July 2025 Muharram-podium controversy with the Muttahida Majlis-e-Ulama remains a recent community shadow; the subject denied interpretation.","Molvi Imran Reza Ansari — born 7 March 1972 into Kashmir's most prominent Shia cleric-politician household — succeeded his father Iftikhar Hussain Ansari in 2014 as life President of the All J&K Shia Association, MLA from Pattan and Wakil of Grand Ayatollah Sistani. His education runs through Tyndale Biscoe, Jamia Millia Islamia, Damascus and eight Syrian years at Howzeh Zainabiyyah, five more at Qom Hawza. Minister of IT, Technical Education, Youth Services and Sports 2015–2018 before leaving PDP for the People's Conference in 2018 as its General Secretary. A July 2025 Muharram-podium controversy with the Muttahida Majlis-e-Ulama remains a recent community shadow; the subject denied interpretation"
usr_b3fcc4758ddc437cb748,Imran Reza Ansari,honours,"Elected MLA Pattan constituency December 2014 on PDP ticket with 14,000+ vote margin (over the then-sitting MLA). Cabinet Minister Government of J&K 2015–2018. Life-tenure President of the All J&K Shia Association — a post held by his grandfather Molvi Muhammad Jawad Ansari and his father Iftikhar Hussain Ansari before him. No Padma award independently verified","Elected MLA Pattan constituency December 2014 on PDP ticket with 14,000+ vote margin (over the then-sitting MLA). Cabinet Minister Government of J&K 2015–2018. Life-tenure President of the All J&K Shia Association — a post held by his grandfather Molvi Muhammad Jawad Ansari and his father Iftikhar Hussain Ansari before him"
usr_aa563ea7c1ad4a4b9287,Deepak Kumar Thakur,designation,"Chairman and Founder, Balabel Group (Muscat, Sultanate of Oman) — verified via the group's own leadership page and LinkedIn company profile. Group span: metallurgy, mining, EPC & civil engineering, automotive engineering, and commodity trading. Anchor clients include Jindal Shadeed Iron & Steel LLC (Oman) and other Gulf industrial majors","Group span: metallurgy, mining, EPC & civil engineering, automotive engineering, and commodity trading. Anchor clients include Jindal Shadeed Iron & Steel LLC (Oman) and other Gulf industrial majors"
usr_aa563ea7c1ad4a4b9287,Deepak Kumar Thakur,bio,"Mr Deepak Kumar Thakur — Oman-based Indian-diaspora industrialist — founded and chairs Balabel Group from Muscat, where since its 2014 operational start the group has moved across metallurgy, mining, EPC and civil engineering, automotive engineering and commodity trading, anchored by Gulf industrial clients including Jindal Shadeed Iron & Steel. In April 2024 he extended the footprint to India through the incorporation of Balabel India Private Limited in Dwarka, New Delhi, alongside his son Yash Thakur (Group MD / Vice Chairman). Attends the Conclave from the quiet-industrialist end of the India–Gulf corridor.","Mr Deepak Kumar Thakur — Oman-based Indian-diaspora industrialist — founded and chairs Balabel Group from Muscat, where since its 2014 operational start the group has moved across metallurgy, mining, EPC and civil engineering, automotive engineering and commodity trading, anchored by Gulf industrial clients including Jindal Shadeed Iron & Steel. Attends the Conclave from the quiet-industrialist end of the India–Gulf corridor"
usr_aa563ea7c1ad4a4b9287,Deepak Kumar Thakur,honours,"Corporate footprint: Balabel Group — commercially registered in Oman 2006, commercial operations commenced 2014. Indian subsidiary: Balabel India Private Limited — CIN U42900DL2024PTC429373, incorporated 4 April 2024, registered office Sahara Apartments, Sector 6, Dwarka, New Delhi; directors Deepak Kumar, Yash Vardhan and Kumkum Rani. Attended Oman–India Business Dialogue hosted by the Oman Chamber of Commerce & Industry (OCCI) 2024; met then-MoS External Affairs V. Muraleedharan in Muscat. No Padma award verified","Corporate footprint: Balabel Group — commercially registered in Oman 2006, commercial operations commenced 2014. Attended Oman–India Business Dialogue hosted by the Oman Chamber of Commerce & Industry (OCCI) 2024; met then-MoS External Affairs V. Muraleedharan in Muscat"
usr_aa563ea7c1ad4a4b9287,Deepak Kumar Thakur,qualifications,"Formal academic qualifications not publicly disclosed on verifiable sources. Self- described in group materials as ""Entrepreneur and Philanthropist""","Self- described in group materials as ""Entrepreneur and Philanthropist"""
usr_2b5ef084bf754bc3a65b,Anup Kumar Singh,designation,"Principal Secretary (Special), Home Department, Government of Maharashtra, Mantralaya, Mumbai — confirmed on the Home Department's own ""Administrative Setup"" page. Reports into the hierarchy under the Chief Minister Shri Devendra Fadnavis's Home portfolio. Peer Secretaries include Dr Iqbal Singh Chahal (ACS– Home), Smt Radhika Rastogi (ACS–Appeals & Security), Shri Sanjay Sethi (ACS–Transport), Shri Milind Mhaiskar (ACS–Excise)","Reports into the hierarchy under the Chief Minister Shri Devendra Fadnavis's Home portfolio. Peer Secretaries include Dr Iqbal Singh Chahal (ACS– Home), Smt Radhika Rastogi (ACS–Appeals & Security), Shri Sanjay Sethi (ACS–Transport), Shri Milind Mhaiskar (ACS–Excise)"
usr_2b5ef084bf754bc3a65b,Anup Kumar Singh,bio,"Shri Anup Kumar Singh, IPS — Maharashtra cadre, 1994 batch, and Champion-category BFP attendee (code 9Pe.8) — serves as Principal Secretary (Special) in the Home Department of the Government of Maharashtra at Mantralaya, Mumbai, under the Fadnavis administration's home portfolio. His career has moved through ADGP (Policy), ADGP (Administration), ADGP (Home Guards) and Principal Secretary (Home) before his present posting. On 29 July 2025 the Hon'ble Governor of Maharashtra Shri C. P. Radhakrishnan pinned the President's Police Medal for Distinguished Service on him at a Raj Bhavan investiture. Mantralaya's quiet administrator rather than its public face, he carries into the Conclave the weight of the Home Secretariat's seal.","Shri Anup Kumar Singh, IPS — Maharashtra cadre, 1994 batch, and Champion-category BFP attendee (code 9Pe. 8) — serves as Principal Secretary (Special) in the Home Department of the Government of Maharashtra at Mantralaya, Mumbai, under the Fadnavis administration's home portfolio. His career has moved through ADGP (Policy), ADGP (Administration), ADGP (Home Guards) and Principal Secretary (Home) before his present posting. On 29 July 2025 the Hon'ble Governor of Maharashtra Shri C. P. Radhakrishnan pinned the President's Police Medal for Distinguished Service on him at a Raj Bhavan investiture. Mantralaya's quiet administrator rather than its public face, he carries into the Conclave the weight of the Home Secretariat's seal"
usr_9781e1ecc9644604aec6,Vanki Penchalaiah,designation,"Founder Chairman, Audisankara Group of Educational Institutions, Gudur, Tirupati District, Andhra Pradesh. The register's current styling ""Chairman, Audisankara Deemed University"" reflects a claim that the group announces on its own platforms as having attained Deemed-to-be-University status in the middle of 2025. ⚠ This claim could not be independently confirmed against the canonical UGC list of Deemed-to-be- Universities at the time of verification — see note","Founder Chairman, Audisankara Group of Educational Institutions, Gudur, Tirupati District, Andhra Pradesh. The register's current styling ""Chairman, Audisankara Deemed University"" reflects a claim that the group announces on its own platforms as having attained Deemed-to-be-University status in the middle of 2025"
usr_9781e1ecc9644604aec6,Vanki Penchalaiah,bio,"Dr V. Penchalaiah is the Gudur-based Founder Chairman of the Audisankara Group of Educational Institutions — comprising Audisankara College of Engineering & Technology (2001) and Audisankara Institute of Technology (2008), both run under the Aishwarya Vignan Educational Society on NH-16 bypass in rural Nellore District, Andhra Pradesh. The cluster is widely recognised as JNTUA-affiliated and NAAC A+ / NBA-accredited, and its library was inaugurated on 12 August 2008 by former PM H. D. Deve Gowda. The 2025 claim of having attained ""Deemed to be University"" status is self-published on institutional platforms and could not be independently corroborated against the canonical UGC list at the time of verification — the Conclave print material should retain the earned Autonomous / JNTUA styling until the UGC notification is produced.","Dr V. Penchalaiah is the Gudur-based Founder Chairman of the Audisankara Group of Educational Institutions — comprising Audisankara College of Engineering & Technology (2001) and Audisankara Institute of Technology (2008), both run under the Aishwarya Vignan Educational Society on NH-16 bypass in rural Nellore District, Andhra Pradesh. The cluster is widely recognised as JNTUA-affiliated and NAAC A+ / NBA-accredited, and its library was inaugurated on 12 August 2008 by former PM H. D. Deve Gowda"
usr_9781e1ecc9644604aec6,Vanki Penchalaiah,honours,"Corporate / institutional footprint: Founder of Audisankara College of Engineering & Technology (ASCET) — established 2001, Autonomous, NAAC A+/NBA-accredited, affiliated to JNTUA Anantapur — and Audisankara Institute of Technology (ASIT) — established 2008. Both located on NH-16 (formerly NH-5) bypass, Aravinda Nagar, Gudur 524101, Nellore District, Andhra Pradesh. Trusts: Aishwarya Vignan Educational Society / Aishwarya Educational Trust. Philanthropic recognition: 10% free management-quota seats for poor rural students (self-described). Campus located 3 km from Gudur town and 38 km from Nellore. The ASCET library was inaugurated on 12 August 2008 by former Prime Minister Shri H. D. Deve Gowda. No Padma award on padmaawards.gov.in","Corporate / institutional footprint: Founder of Audisankara College of Engineering & Technology (ASCET) — established 2001, Autonomous, NAAC A+/NBA-accredited, affiliated to JNTUA Anantapur — and Audisankara Institute of Technology (ASIT) — established 2008. Both located on NH-16 (formerly NH-5) bypass, Aravinda Nagar, Gudur 524101, Nellore District, Andhra Pradesh. Trusts: Aishwarya Vignan Educational Society / Aishwarya Educational Trust. Campus located 3 km from Gudur town and 38 km from Nellore. The ASCET library was inaugurated on 12 August 2008 by former Prime Minister Shri H. D. Deve Gowda"
usr_9781e1ecc9644604aec6,Vanki Penchalaiah,qualifications,Ph.D. appended on Audisankara Founder-Chairman page (conferring institution not publicly published). Earned-vs-honorary distinction flagged as pending ~,Ph. D. Earned-vs-honorary distinction flagged as pending ~
usr_55b997200da74c08bd9a,Vinay Tejuja,designation,"Founder and Chief Executive Officer, Web Fusion Publishing (Mumbai-based niche publishing firm providing print-media marketing collateral to multinational corporates in Healthcare, Finance and Banking; registered GSTIN 27AABFW6005C1ZK; HQ Nariman Point, Mumbai). Concurrently Managing Director, Amkri Tech Services Pvt. Ltd. (outsourcing-focused group he established with three divisions: Call Centre, Data Research Centre, and Recruitment Outsourcing — all exclusively for international markets). Also Director at Viporabh Publishing Private Limited and Sabvin Computer Systems Pvt. Ltd. Total 4 concurrent directorships; 15+ years in corporate governance","Concurrently Managing Director, Amkri Tech Services Pvt. Ltd. (outsourcing-focused group he established with three divisions: Call Centre, Data Research Centre, and Recruitment Outsourcing — all exclusively for international markets). Ltd. Total 4 concurrent directorships; 15+ years in corporate governance"
usr_55b997200da74c08bd9a,Vinay Tejuja,bio,"Mr Vinay Ashok Tejuja — NMIMS-trained (MMS / MBA Marketing), DIN 03229059, fifteen years on Indian boards — founded Amkri Tech Services Pvt. Ltd. as an international-facing outsourcing platform across call-centre, data- research and recruitment streams before building Web Fusion Publishing into a niche print-media marketing house for Healthcare, Finance and Banking multinationals from offices in Nariman Point, Mumbai. His spouse Sonali Vinay Tejuja holds concurrent directorships on three related technology LLPs. A quiet family-led outsourcing-and- publishing operator, not a public-markets founder.","Ltd. as an international-facing outsourcing platform across call-centre, data- research and recruitment streams before building Web Fusion Publishing into a niche print-media marketing house for Healthcare, Finance and Banking multinationals from offices in Nariman Point, Mumbai. His spouse Sonali Vinay Tejuja holds concurrent directorships on three related technology LLPs. A quiet family-led outsourcing-and- publishing operator, not a public-markets founder"
usr_55b997200da74c08bd9a,Vinay Tejuja,honours,"Corporate footprint: Web Fusion Publishing specialises in integrated marketing collateral for international publishing houses and multinational clients — offering Page Designing, Content Development and Printing under one roof, plus Administrative Outsourcing Services (Virtual Administrative Assistants) for overseas businesses. 12+ years of operations. No Padma award verified","Corporate footprint: Web Fusion Publishing specialises in integrated marketing collateral for international publishing houses and multinational clients — offering Page Designing, Content Development and Printing under one roof, plus Administrative Outsourcing Services (Virtual Administrative Assistants) for overseas businesses. 12+ years of operations"
